Accuracy	Precision	Recall
0.8288002612972794	0.5672174858799535	0.31433878043933533
0.8283276372242312	0.5547902737144377	0.305244652874717
0.8302468441480022	0.556276443596121	0.29430039440852135
0.8256106746357071	0.546945828227339	0.29753913487791156
0.8264670287259845	0.5477619742544542	0.30642252350527244
0.8284751734118936	0.5691369797291473	0.31881848234789406
0.8315465337656175	0.5675048491911857	0.30601626016260164
0.831811790378576	0.5641237880922592	0.30526298899265103
0.8307489784410296	0.5604006789296619	0.3002569597714017
0.8329639961417399	0.5673918730823984	0.3067213114754098
0.8313403002381289	0.5599958099077115	0.3030522390061979
0.8290370253285531	0.561668832418579	0.3122044104778622
0.8276783157552593	0.5573873203933681	0.30479399028660203
0.829773821725867	0.551213934377681	0.29527066677434116
0.8293019653508308	0.5532464633187706	0.29716198061606364
0.8329351603931909	0.5721077792128855	0.3089461450703174
0.8326689881293609	0.5784023183818758	0.32129214066801726
0.825699027180866	0.55146242591047	0.2947474358974359
0.8276772228989222	0.5466615268100311	0.30103678398347505
0.8300992239325126	0.5616562038131488	0.309841701940174
0.8311035068743948	0.5623166942128014	0.3084544425610152
0.8321078596788981	0.5644544951129057	0.3001639344262295
0.8312217364228014	0.5541757821753521	0.29207920792079206
0.833466499502913	0.5730956995446407	0.3182338687822478
0.8277661714852462	0.5489468246844471	0.2917403125329955
0.8272057700377735	0.5538737448636718	0.3084352242287861
0.830394825173108	0.5660600752770517	0.30925832980430906
0.8319305519065896	0.5711413803958665	0.3143223552737172
0.8306018202910067	0.5584542124827769	0.3054198786638092
0.8295677133514128	0.564159482462172	0.3079884161861722
0.8308379508111955	0.5547538521018934	0.3029556650246305
0.8335253569464036	0.5659968717197825	0.30508207328146325
0.8295382731408842	0.5602207438388114	0.3012420470698075
0.8301290190717401	0.5583191172424874	0.3012540450924858
0.8318124415143815	0.559959647094769	0.30912029933511
0.8309559535076525	0.5569083008324732	0.29683006272039625
0.8301880478243229	0.5569222553716118	0.29337606837606833
0.8348247178817803	0.577269155324176	0.3189970368944086
0.8299223028118549	0.559232485483981	0.30483951008341253
0.8304838352012386	0.5539352640706148	0.3036574335782928
0.8288289718412749	0.556116705634481	0.30634215039889223
0.8298927927309775	0.56627399987959	0.307319360033245
0.8333775623280936	0.5841300272654393	0.32556166872254877
0.8275598045307385	0.5528394456292915	0.30440695189952577
0.8308375087867006	0.5545647550883308	0.3033026461008372
0.8308085133543684	0.5663845055463701	0.30514153986561976
0.8287999442738373	0.5554229605866947	0.29905517901871226
0.8293318649478272	0.5595114856915078	0.3039847261779254
0.8316652572879117	0.555835070591424	0.3071596180525449
0.830660424929747	0.5589062289678897	0.2985767465742434
0.8334666332802627	0.5619932700580502	0.3077111269224454
0.8330232431219571	0.5695900426179523	0.310009841361531
0.8314579946848648	0.5595003646857051	0.310915621022004
0.8320194310888134	0.5635929949711255	0.3061060878430952
0.8284457269289016	0.5557431704833491	0.30423535193521234
0.831133002609749	0.561826271516325	0.30086325856037993
0.8305425296276535	0.566655451984906	0.30934694752471625
0.8301585175659479	0.5662138337289562	0.31626409017713364
0.8298929758276643	0.5629043457828449	0.29958143852968483
0.8281207698636631	0.5455014243156889	0.2977329430956723
0.8284754434189073	0.5583525632077733	0.31612247645380603
0.8301291787580991	0.5774566261154188	0.3075902797947526
0.8291543188991849	0.5551835955158133	0.3054163421667474
0.8300405698739723	0.5626851877616658	0.29774437475004734
0.8283570686120957	0.5534432388529094	0.30177071712728115
0.8301296527863254	0.558706498162669	0.30803373455812477
0.8316059056979442	0.5602072247879678	0.3022950819672131
0.8343526199125734	0.5565734229214485	0.30256102138339414
0.8330235745321378	0.5550842668024463	0.3007201885745979
0.8344702504677644	0.5774048729091685	0.3263337835332751
0.8343224556304975	0.58137014106921	0.3119673737453987
0.8305720109427815	0.5641367976523426	0.30238665305521056
0.8332004840583979	0.5735919262530211	0.3146675141018511
0.8281207061292516	0.5584320887632763	0.3158368317076182
0.8318710810805687	0.565995162474181	0.30832531842649225
0.8283864772954453	0.559127765818362	0.3114632037321818
0.8306602357795534	0.5568384616340654	0.3073358257651123
0.8319303512882203	0.5628171639168158	0.3062906817633012
0.8302768746527281	0.557715501282504	0.2961629295546386
0.8310445885042894	0.5641977350762593	0.2999541855353407
0.8271463546644512	0.5491048407099088	0.2877560279670396
0.8326389051883855	0.5632467209353342	0.3056004774868205
0.832314008879748	0.5655502687521441	0.3071598579420857
0.8361825378883772	0.5794401243809306	0.3120619722598289
0.8298927695293024	0.5669354919333984	0.3064412238325282
0.8292431805597262	0.5599673583782113	0.30685314503100736
0.8299220323231367	0.5567462196095898	0.29965221503685086
0.8254337413771244	0.5653715884829151	0.31388955871714497
0.8301890421398721	0.5679604612237441	0.3154770596123875
0.8290066985909608	0.5539754915366305	0.293762347395461
0.8309855827112413	0.5600962559114027	0.3078159485653968
0.8338798301331467	0.5690179987545525	0.31235767219773575
0.8297745632881851	0.5525328570314872	0.306434923072002
0.834795041927087	0.5734564719719537	0.31030250151738487
0.8277368648485665	0.540989986505996	0.29237637841753644
0.8334364049392043	0.5753922177665092	0.3140543384115074
0.8302472019798083	0.5697835052101949	0.3103375429112882
0.8296272801860527	0.5567373769495527	0.30574455125658745
0.8305723479144609	0.5684792303779492	0.3084775131585804
0.8309269084056528	0.5619962752025293	0.302742426577254
0.8337616936722199	0.5686949431139099	0.3074013157894737
0.8308676266113313	0.568515850894831	0.3212033141135525
0.8304540052788182	0.552594022565126	0.2951349278368335
0.8306608697749185	0.5676024234480493	0.31363281046432856
0.8322254232539675	0.5706355295469084	0.3111287086896843
0.8270870233215322	0.5517209702476663	0.3115072153098156
0.829922651687047	0.5582338465169706	0.3142857142857143
0.8333776611187496	0.5703423764637644	0.3222392817921078
0.8296278033352673	0.548847988531074	0.30139923012732506
0.8319591867894772	0.5574910301526133	0.2920958459482312
