Accuracy	Precision	Recall
0.829124869621276	0.5683871054587829	0.3054625641025641
0.8278550714477422	0.5570362641422955	0.3101286173633441
0.8305422159812954	0.560065952943374	0.3042345276872965
0.8279140509969061	0.5639852312689106	0.31212121212121213
0.8295091116080519	0.5686301912627447	0.31508128205128205
0.8315765525239642	0.5599701987557435	0.3085978374607604
0.831457881329729	0.5560404276889364	0.29797103962542276
0.8280617527389653	0.5527071454064412	0.2946032845011618
0.8298331647765259	0.552482610158227	0.2939489147058034
0.8341152830005942	0.5766608682551575	0.3143446992717696
0.8312510662457004	0.5664209958048444	0.3112615504430739
0.832521547898798	0.5589854943505329	0.30389957177535937
0.8300700308029502	0.5567489111926172	0.30293637846655785
0.831635601773464	0.566609664983298	0.3134101467638053
0.8307784276983311	0.5678446937899044	0.3155362447235396
0.8298337316655477	0.5646658580118392	0.30219923563948525
0.8322551515083842	0.5748221798767557	0.32381954184198225
0.8308087283749321	0.5629171290652681	0.3038261698577898
0.8304243149270822	0.5587657709149638	0.30607494513552724
0.830218034980788	0.5569235137389285	0.3062582695240474
0.8348839096437111	0.571847535755605	0.30277664130049364
0.8320781228181978	0.5669099627608389	0.2992306087737877
0.8303356537818718	0.5595723277056088	0.2972760664896736
0.8346774229817493	0.5717081838769997	0.30833564410806813
0.8265561640179155	0.5471361430777216	0.2993696909687842
0.829154661921795	0.5624476261992759	0.31138346510917464
0.8246356834594856	0.5427374765747198	0.2872293935204602
0.8297454747348858	0.5556110426131436	0.30786674176767226
0.8326986202463607	0.5664159762550395	0.31020283866813336
0.8316943401431868	0.5682069356739561	0.31750405186385733
0.8309560463942074	0.571245860880603	0.31006259415095316
0.8256991962772082	0.543999747077965	0.2875139402782844
0.8282687040938731	0.5569734797370266	0.2999739434050759
0.8285933272888887	0.545551822420508	0.28918032786885245
0.8325516714343326	0.5639632990757202	0.30834477374895686
0.8268218278155052	0.5478786003241961	0.3068276095679817
0.8299814394044427	0.559784800184724	0.31393841166936787
0.8310149504960682	0.5532283667608706	0.2979734782797191
0.8299812358803902	0.5695430962795962	0.3077782021439668
0.8316947936384332	0.5612391965590889	0.2955433524455571
