Accuracy	Precision	Recall
0.7914123456996811	0.2453413010385209	0.05360203934642136
0.7940093745050284	0.21063738777451424	0.0442024326349294
0.7206284593558664	0.22772930773358296	0.23924408820955728
0.7358369104001236	0.26332572305182483	0.22797246558197748
0.7660122287247542	0.24632575725597294	0.14785355906737138
0.7858950848380272	0.2329446232668913	0.09515215003891715
0.7523986818716014	0.2454767698733816	0.1491711024602103
0.7635321755778903	0.24451627769373366	0.1340241171132896
0.6618077070846988	0.24215906608021592	0.38866697994987465
0.7934763387905308	0.2340086814829207	0.057093535723072644
0.7011290997309838	0.22066875302806563	0.2944128185470936
0.6871003512090896	0.2187197940160058	0.3128824476650564
0.789345250518865	0.18576076626916768	0.05701547761738496
0.6553913618265961	0.2815708745089906	0.37573954121079123
0.7736657294655684	0.2601345248446935	0.1122754093197443
0.739550171743953	0.24136082217651209	0.20144849868741938
0.716397343583428	0.2867993407599344	0.285323217075819
0.6929362928781022	0.2363569376922451	0.28955554489332436
0.7231902588738855	0.23028611459855247	0.22433859433065423
0.6608263625005845	0.21364331409466636	0.3124246979923019
0.758543718143309	0.2820771131699524	0.1758334778461805
0.7856831618924937	0.28074867557773164	0.10759115666335757
0.7120719531071907	0.24079684406286508	0.25162149093208497
0.7456386316031054	0.2654018733930815	0.24261097389854558
0.6715008097684679	0.22367321540073126	0.33980985673048913
0.6856841647679591	0.2011611760408361	0.3003554119547657
0.760558034312486	0.26870407427623144	0.14631810235346004
0.730454461666868	0.24372332484404172	0.22713815789473685
0.7196445308722766	0.2653561565384332	0.29319801568749676
0.7700886628582241	0.279796419494644	0.13961925287356322
0.7094849786744238	0.31026017582207543	0.22988561154828285
0.7274316425067717	0.2141041556916389	0.27328238834336394
0.7178356037225901	0.32153678592674234	0.25035390486250264
0.732116762416878	0.20991680153889378	0.21006493506493507
0.7266763403741282	0.2973363728223769	0.25269567859770337
0.7473588798514866	0.2299967837570917	0.16876308918140462
0.6662253022487447	0.25671055776336427	0.3643605269617871
0.7148244511385085	0.27638828140650595	0.2751279487179487
0.7597223479301614	0.299969561293112	0.2366559485530547
0.7510998412853706	0.2270928296440104	0.16009771986970683
0.7917957476477501	0.2405936263546121	0.10669856459330143
0.7025494054624617	0.22383849225696428	0.23279794871794873
0.7641686996680382	0.2610142740890279	0.14290708593812884
0.7077734679573805	0.21896055077198526	0.2505671226046996
0.6241179618886082	0.2385433629137176	0.48736447892244017
0.6818751122911033	0.2097953108713691	0.30787046228971593
0.7918845899860127	0.2264544398011898	0.06985787245839063
0.7436208984869024	0.2508292831278291	0.19691084847081605
0.7188454667922468	0.31203317146491766	0.23484275700297302
0.7167216439075712	0.23709559378204054	0.2569331158238173
0.7609533906846848	0.24845042157180167	0.15881453911941718
0.7323493281402199	0.3281426358630873	0.25065845015373395
0.7093478278110019	0.20846244531458868	0.23730518479016682
0.752153513007151	0.20378049204421683	0.14850968780842552
0.7531298985481426	0.24562810570556745	0.19449829188845635
0.7220066575762624	0.24952114154367186	0.23323432045103115
0.7230781866744521	0.24273020480273652	0.3106471616602281
0.6485291099828424	0.2504181367991904	0.43294547636581837
0.7595140922222666	0.23745634466353152	0.16098702437876405
0.6607973695849658	0.219852190197053	0.32235869878130696
0.7988541733579653	0.20727305644906405	0.045640519570902725
0.7025824663810569	0.2558486888903476	0.2827135337954036
0.6780437292723593	0.2247164881897789	0.3278784866230693
0.6983948827442766	0.1996803176842967	0.2419999896443347
0.7876912332846024	0.22132551169205752	0.07394429064089143
0.7428596687088234	0.21620888694735943	0.21376029620884868
0.7973771975855007	0.2207971265430671	0.04278768233387358
0.7888400431180012	0.20720999287097053	0.07532258064516129
0.6953991155857906	0.2511750593581504	0.3187255719422586
0.7133900246903921	0.221826673151432	0.22582182500390852
0.7183757307700425	0.24158095012233421	0.25147540983606553
0.7854491143840149	0.2502343009627549	0.08680583595789927
0.5367154654898182	0.22045177022358162	0.5907942050132889
0.7283289656727514	0.2421239749102614	0.19189627228525125
0.787839461573568	0.22418079689315581	0.0774118290991069
0.6657608859479054	0.24957921621622697	0.34694946658890446
0.7012720864171581	0.2077115970995008	0.2413946539610757
