Accuracy	Precision	Recall
0.914208216059228	0.7655962531916474	0.7731512196116198
0.9132039709530515	0.761102629667293	0.7654500682278024
0.9156554021818364	0.7654284561092031	0.7677687746505326
0.9169840784863984	0.7775268357451146	0.7678823037578772
0.9151824335406019	0.7662380794940478	0.7731561996779389
0.9168662226943851	0.7758597874481865	0.777176167764403
0.9141785737517288	0.7648762796759021	0.7621138211382114
0.9165701606428156	0.7685249806981281	0.7704392777296406
0.9176924142310563	0.7735317589163734	0.770880113872629
0.9136469468840505	0.7555173254217651	0.7703278688524591
0.917752135164797	0.7747568586842779	0.7673520968044861
0.9149461927229419	0.7638095880703322	0.7767952840300106
0.9165707813024341	0.7714865907878324	0.7761887557870072
0.9202621813052524	0.7767572784007626	0.7821456835984819
0.9184610670742659	0.7746539007009615	0.7752948106920854
0.9165410037389841	0.7689974429463134	0.7699215792896821
0.9142082263038225	0.7684646319905319	0.7614017453638772
0.9162461046176015	0.7743947624848857	0.7708915384615385
0.9176338722602795	0.7722512949917942	0.7749900691189322
0.9154777412530898	0.7718059970071969	0.7619004159389047
0.9154479635093227	0.7657477196953618	0.768936080896536
0.9142672872249984	0.7616031939080261	0.7634426229508197
0.9142376928149062	0.7605664707804687	0.7603960396039603
0.9163051378909948	0.768876637401482	0.770254156681244
0.9135875165237908	0.7608650177588308	0.7659185936015205
0.9148873513122286	0.7677907413035883	0.7701209787719415
0.9112553178244924	0.7574736454188578	0.756991127771591
0.9157435445183255	0.7673818311756457	0.7720337471741855
0.9152717213551463	0.7672346035257083	0.7639603258377848
0.9162161555209508	0.771297858117379	0.7719066541997819
0.9169838953742561	0.7671093954438997	0.7737274220032841
0.9133806448175775	0.7573913969979441	0.7603840779465095
0.9157437814680398	0.7647971902890428	0.7770218669520019
0.9175454043996792	0.7709649480575543	0.7749159099000484
0.9173675994799	0.7722749805067117	0.7682863603327141
0.9169839128135078	0.7715630789098589	0.7655535815230559
0.9155077527626843	0.7648756628338098	0.7684418557384765
0.9147983412480347	0.7627376364281458	0.7666704106629012
0.9189922738594797	0.7767167266899373	0.7781934325836766
0.9156257598846412	0.7648273142451549	0.7678341274327707
0.9160091485639384	0.771464947275629	0.7668376579440135
0.9150056810964051	0.766239822339595	0.7713659030699704
0.9183130425772527	0.7805271120358805	0.7729302255965069
0.9152415295618137	0.7676027067908273	0.7707691906821615
0.9178702513915553	0.7754006680239361	0.7659557457805055
0.9178405811735256	0.7740179250793091	0.7757271063135643
0.9147987686591064	0.7674754003739717	0.763864478309373
0.9136467433599978	0.763895806423374	0.762706592605414
0.916955080094288	0.7687690069899519	0.7683977499349692
0.9178997336572129	0.7736127613261637	0.7715306526320294
0.9167481488499029	0.7669871195136555	0.7670346450659515
0.9174563014360505	0.7697427616596444	0.7751775723928415
0.9172204413839721	0.7708918610269512	0.7702518104896077
0.921059542953684	0.7813518975539672	0.7813031579512222
0.9160683985348456	0.7671632689828918	0.7762705794396433
0.9168067023068867	0.7706013049019121	0.7684215311874886
0.9191114103082206	0.7805219619375933	0.7752348761704597
0.9207347993814645	0.7853600615398028	0.7813204508856681
0.9131452879072295	0.7613841892192308	0.7629698981920032
0.9165412057844353	0.7686846941856829	0.7702121250892962
0.9187266901150103	0.7767590768425406	0.7823350471959447
0.9161273984907675	0.7744069828708423	0.7721723710961983
0.9145033695180574	0.7656014701090562	0.7648500810372771
0.9191100249232486	0.78015036413363	0.7738070681344588
0.9173682871402475	0.7737854954854334	0.7723373466080111
0.9177819228646508	0.775344333396456	0.771784658431
0.9183723213963401	0.7737351026674505	0.7739344262295083
0.9158913683763616	0.7594653673229669	0.7665151285972785
0.9156252191802567	0.7636533217595074	0.7598571824736551
0.9175453608015498	0.7727223902730145	0.7730012446704271
0.9173093178562853	0.7711549416973746	0.7750509785228147
0.9165118235510468	0.77200912644858	0.7688666884169314
0.9148278862254473	0.7620278879015242	0.7716106564974444
0.9147101744605299	0.7667558248992777	0.7716258694489031
0.9165710008850235	0.766956078694342	0.7751523717924874
0.9179297206256327	0.7765822419253601	0.7771385743355547
0.9184023215279173	0.7707739266234975	0.7809395825979055
0.9162163140661594	0.7707341779110432	0.762041801937163
0.9148288951466916	0.7676959851663239	0.7588597809977716
0.9150942914179175	0.7649233481842714	0.7682802362225577
0.9155075303594181	0.766255323928447	0.7721994933203253
0.9185493618870009	0.7740004958263471	0.7721520935960591
0.9160092548016958	0.7666900921760432	0.76871917888814
0.9168946876102559	0.7694335188397344	0.7660713023526406
0.9118454460271728	0.7586746060142542	0.7624798711755234
0.9149759908270999	0.7645890843539391	0.7737399030694668
0.9151830528916325	0.7655670210403759	0.7671503950773416
0.9159805223311256	0.7784131464980739	0.7745931408492984
0.9138250134363959	0.7659831688738393	0.7646439463369423
0.9161867471802039	0.7712397277094309	0.7648621593707794
0.9166886968696077	0.7676293842052264	0.774280565951231
0.9170434040127992	0.7707970131665907	0.7662340117535218
0.9140314635429043	0.7618834652213511	0.7634797257674141
